요일구분,호선,역번호,출발역,상하구분,5시30분,6시00분,6시30분,7시00분,7시30분,8시00분,8시30분,9시00분,9시30분,10시00분,10시30분,11시00분,11시30분,12시00분,12시30분,13시00분,13시30분,14시00분,14시30분,15시00분,15시30분,16시00분,16시30분,17시00분,17시30분,18시00분,18시30분,19시00분,19시30분,20시00분,20시30분,21시00분,21시30분,22시00분,22시30분,23시00분,23시30분,00시00분,00시30분
일요일,6,2624,상수,상선,6.0,8.0,7.0,4.0,4.0,5.0,6.0,7.0,11.0,18.0,19.0,20.0,25.0,22.0,28.0,30.0,31.0,34.0,35.0,33.0,36.0,30.0,33.0,25.0,22.0,18.0,20.0,21.0,24.0,29.0,27.0,28.0,23.0,21.0,19.0,20.0,15.0,,
일요일,6,2624,상수,하선,15.0,15.0,9.0,7.0,8.0,9.0,11.0,16.0,18.0,30.0,24.0,26.0,30.0,27.0,30.0,31.0,32.0,34.0,35.0,34.0,29.0,28.0,27.0,20.0,17.0,14.0,14.0,18.0,18.0,21.0,22.0,21.0,15.0,16.0,16.0,17.0,8.0,0.0,
일요일,6,2625,광흥창,상선,4.0,7.0,6.0,4.0,4.0,5.0,6.0,7.0,11.0,19.0,21.0,22.0,29.0,24.0,34.0,32.0,35.0,37.0,41.0,36.0,40.0,33.0,36.0,27.0,24.0,20.0,22.0,22.0,23.0,30.0,27.0,27.0,22.0,20.0,18.0,18.0,16.0,,
일요일,6,2625,광흥창,하선,14.0,13.0,9.0,7.0,7.0,9.0,10.0,15.0,18.0,28.0,25.0,26.0,30.0,28.0,32.0,32.0,32.0,34.0,35.0,34.0,29.0,27.0,27.0,20.0,18.0,14.0,13.0,17.0,18.0,21.0,22.0,20.0,14.0,15.0,16.0,16.0,7.0,0.0,
일요일,6,2626,대흥,상선,3.0,7.0,6.0,4.0,4.0,5.0,6.0,7.0,11.0,18.0,21.0,21.0,27.0,23.0,33.0,31.0,33.0,36.0,39.0,36.0,40.0,33.0,35.0,26.0,24.0,20.0,22.0,23.0,24.0,30.0,27.0,29.0,21.0,21.0,18.0,20.0,11.0,,
일요일,6,2626,대흥,하선,15.0,13.0,9.0,7.0,7.0,9.0,10.0,15.0,19.0,29.0,25.0,28.0,31.0,28.0,34.0,33.0,33.0,34.0,35.0,36.0,32.0,28.0,28.0,21.0,18.0,15.0,14.0,18.0,18.0,22.0,22.0,23.0,15.0,16.0,16.0,17.0,9.0,0.0,
일요일,6,2627,공덕,상선,4.0,7.0,6.0,4.0,4.0,5.0,6.0,8.0,11.0,19.0,22.0,22.0,27.0,23.0,34.0,31.0,36.0,39.0,39.0,37.0,41.0,33.0,38.0,27.0,24.0,22.0,23.0,24.0,24.0,31.0,29.0,30.0,22.0,21.0,19.0,20.0,15.0,0.0,
일요일,6,2627,공덕,하선,9.0,13.0,10.0,7.0,8.0,10.0,13.0,17.0,23.0,35.0,31.0,35.0,39.0,35.0,41.0,42.0,41.0,43.0,45.0,43.0,40.0,36.0,35.0,26.0,21.0,19.0,17.0,22.0,22.0,28.0,27.0,28.0,19.0,20.0,20.0,21.0,11.0,0.0,
일요일,6,2628,효창공원앞,상선,9.0,11.0,9.0,7.0,6.0,8.0,8.0,10.0,15.0,24.0,28.0,28.0,35.0,27.0,37.0,40.0,41.0,46.0,47.0,45.0,47.0,39.0,45.0,32.0,27.0,26.0,25.0,28.0,27.0,36.0,35.0,34.0,25.0,23.0,22.0,24.0,16.0,5.0,
일요일,6,2628,효창공원앞,하선,9.0,16.0,10.0,7.0,8.0,10.0,13.0,18.0,24.0,35.0,33.0,38.0,40.0,38.0,43.0,43.0,42.0,46.0,43.0,43.0,41.0,35.0,35.0,28.0,21.0,19.0,17.0,21.0,21.0,28.0,27.0,27.0,19.0,19.0,20.0,21.0,13.0,0.0,
일요일,6,2629,삼각지,상선,9.0,11.0,9.0,7.0,6.0,8.0,8.0,10.0,15.0,24.0,27.0,28.0,34.0,26.0,37.0,38.0,41.0,44.0,47.0,43.0,47.0,39.0,45.0,32.0,28.0,26.0,26.0,28.0,28.0,36.0,36.0,35.0,25.0,24.0,23.0,24.0,13.0,5.0,
일요일,6,2629,삼각지,하선,7.0,12.0,9.0,6.0,5.0,9.0,10.0,13.0,19.0,29.0,27.0,32.0,36.0,33.0,39.0,40.0,41.0,46.0,42.0,42.0,40.0,33.0,36.0,26.0,21.0,19.0,17.0,19.0,21.0,26.0,24.0,26.0,18.0,19.0,20.0,21.0,13.0,0.0,
일요일,6,2630,녹사평,상선,13.0,13.0,10.0,7.0,7.0,8.0,8.0,12.0,15.0,23.0,24.0,25.0,31.0,26.0,33.0,33.0,37.0,41.0,42.0,42.0,44.0,36.0,41.0,29.0,25.0,24.0,20.0,25.0,28.0,38.0,33.0,31.0,23.0,22.0,20.0,21.0,12.0,5.0,
일요일,6,2630,녹사평,하선,7.0,12.0,7.0,6.0,5.0,8.0,10.0,13.0,18.0,28.0,26.0,31.0,34.0,31.0,37.0,37.0,38.0,43.0,39.0,39.0,40.0,32.0,34.0,25.0,19.0,18.0,17.0,20.0,21.0,26.0,26.0,27.0,19.0,20.0,20.0,21.0,13.0,0.0,
일요일,6,2631,이태원,상선,11.0,12.0,10.0,7.0,7.0,8.0,8.0,12.0,15.0,24.0,24.0,25.0,30.0,28.0,34.0,33.0,38.0,41.0,43.0,42.0,44.0,35.0,40.0,29.0,24.0,23.0,20.0,24.0,26.0,34.0,31.0,28.0,20.0,18.0,18.0,18.0,9.0,,
일요일,6,2631,이태원,하선,19.0,19.0,10.0,7.0,5.0,8.0,10.0,13.0,17.0,27.0,26.0,28.0,31.0,27.0,33.0,35.0,36.0,41.0,38.0,37.0,38.0,32.0,34.0,24.0,18.0,17.0,17.0,21.0,23.0,28.0,28.0,29.0,22.0,23.0,22.0,24.0,12.0,0.0,
일요일,6,2632,한강진,상선,3.0,7.0,7.0,6.0,6.0,7.0,8.0,12.0,16.0,25.0,25.0,26.0,32.0,30.0,35.0,36.0,40.0,43.0,43.0,42.0,44.0,35.0,41.0,28.0,25.0,23.0,20.0,23.0,24.0,30.0,28.0,23.0,17.0,14.0,16.0,16.0,8.0,0.0,
일요일,6,2632,한강진,하선,13.0,17.0,11.0,6.0,5.0,7.0,9.0,12.0,15.0,23.0,20.0,22.0,25.0,23.0,28.0,30.0,29.0,36.0,32.0,34.0,35.0,30.0,34.0,26.0,20.0,21.0,19.0,25.0,28.0,36.0,33.0,34.0,24.0,25.0,23.0,25.0,16.0,0.0,
일요일,6,2633,버티고개,상선,4.0,8.0,7.0,6.0,7.0,8.0,9.0,13.0,18.0,29.0,29.0,34.0,38.0,34.0,40.0,42.0,46.0,50.0,49.0,46.0,47.0,37.0,42.0,27.0,24.0,19.0,18.0,18.0,17.0,20.0,21.0,19.0,14.0,12.0,13.0,14.0,8.0,2.0,
일요일,6,2633,버티고개,하선,13.0,17.0,11.0,6.0,5.0,7.0,10.0,12.0,16.0,23.0,21.0,22.0,25.0,24.0,28.0,30.0,29.0,34.0,34.0,34.0,35.0,29.0,33.0,25.0,21.0,21.0,19.0,24.0,27.0,35.0,35.0,34.0,24.0,24.0,26.0,25.0,19.0,0.0,
일요일,6,2634,약수,상선,4.0,8.0,7.0,6.0,7.0,8.0,9.0,13.0,18.0,29.0,29.0,34.0,36.0,34.0,40.0,41.0,46.0,50.0,49.0,46.0,47.0,38.0,42.0,27.0,24.0,19.0,18.0,19.0,17.0,20.0,21.0,19.0,14.0,12.0,13.0,14.0,8.0,2.0,
일요일,6,2634,약수,하선,8.0,19.0,11.0,7.0,5.0,7.0,10.0,13.0,18.0,25.0,21.0,25.0,27.0,25.0,29.0,32.0,33.0,37.0,38.0,36.0,36.0,32.0,35.0,26.0,23.0,21.0,22.0,26.0,30.0,38.0,41.0,37.0,28.0,28.0,30.0,29.0,21.0,0.0,
일요일,6,2635,청구,상선,6.0,11.0,10.0,8.0,10.0,11.0,13.0,19.0,22.0,35.0,34.0,39.0,40.0,38.0,44.0,44.0,50.0,53.0,51.0,49.0,50.0,38.0,40.0,28.0,23.0,20.0,17.0,18.0,16.0,20.0,19.0,17.0,13.0,12.0,12.0,12.0,7.0,5.0,
일요일,6,2635,청구,하선,6.0,16.0,11.0,6.0,5.0,7.0,10.0,13.0,18.0,27.0,22.0,25.0,29.0,26.0,29.0,32.0,35.0,39.0,36.0,34.0,35.0,30.0,33.0,26.0,21.0,20.0,21.0,24.0,28.0,34.0,38.0,35.0,25.0,25.0,28.0,28.0,20.0,0.0,
일요일,6,2636,신당,상선,6.0,9.0,10.0,9.0,10.0,11.0,14.0,19.0,22.0,35.0,31.0,36.0,38.0,36.0,41.0,46.0,45.0,51.0,50.0,49.0,47.0,37.0,36.0,28.0,22.0,20.0,16.0,16.0,14.0,18.0,18.0,15.0,12.0,11.0,11.0,12.0,5.0,2.0,
일요일,6,2636,신당,하선,6.0,17.0,11.0,6.0,5.0,8.0,10.0,14.0,18.0,29.0,24.0,26.0,31.0,28.0,32.0,36.0,38.0,40.0,39.0,37.0,38.0,34.0,36.0,28.0,25.0,23.0,25.0,29.0,32.0,40.0,47.0,42.0,33.0,33.0,37.0,34.0,25.0,0.0,
일요일,6,2637,동묘앞,상선,7.0,12.0,13.0,11.0,12.0,14.0,18.0,24.0,27.0,43.0,40.0,45.0,47.0,44.0,51.0,54.0,54.0,60.0,58.0,55.0,54.0,42.0,43.0,31.0,25.0,20.0,17.0,18.0,18.0,19.0,18.0,16.0,11.0,11.0,12.0,13.0,7.0,,
일요일,6,2637,동묘앞,하선,5.0,15.0,11.0,6.0,5.0,7.0,9.0,13.0,17.0,25.0,21.0,21.0,26.0,24.0,27.0,30.0,32.0,37.0,36.0,37.0,40.0,37.0,40.0,32.0,28.0,26.0,28.0,31.0,35.0,42.0,50.0,44.0,36.0,35.0,39.0,36.0,27.0,0.0,
일요일,6,2638,창신,상선,8.0,13.0,15.0,12.0,13.0,16.0,20.0,26.0,31.0,49.0,44.0,49.0,51.0,48.0,55.0,57.0,55.0,61.0,54.0,53.0,46.0,37.0,38.0,27.0,21.0,18.0,14.0,17.0,17.0,18.0,17.0,16.0,11.0,12.0,12.0,13.0,7.0,,
일요일,6,2638,창신,하선,5.0,15.0,11.0,6.0,5.0,7.0,9.0,13.0,17.0,24.0,20.0,21.0,25.0,23.0,27.0,27.0,31.0,34.0,36.0,36.0,38.0,35.0,39.0,30.0,28.0,25.0,26.0,31.0,34.0,42.0,46.0,43.0,35.0,34.0,38.0,36.0,33.0,10.0,
일요일,6,2639,보문,상선,7.0,13.0,13.0,12.0,12.0,15.0,19.0,25.0,30.0,48.0,43.0,46.0,49.0,45.0,54.0,54.0,54.0,60.0,54.0,51.0,45.0,36.0,36.0,26.0,20.0,18.0,14.0,17.0,17.0,18.0,17.0,15.0,10.0,12.0,12.0,13.0,7.0,,
일요일,6,2639,보문,하선,5.0,13.0,10.0,5.0,5.0,7.0,8.0,13.0,16.0,24.0,19.0,19.0,22.0,22.0,26.0,27.0,29.0,33.0,35.0,34.0,36.0,33.0,36.0,27.0,26.0,23.0,25.0,29.0,30.0,39.0,41.0,38.0,30.0,29.0,36.0,33.0,28.0,8.0,
일요일,6,2640,안암,상선,6.0,12.0,12.0,11.0,12.0,15.0,18.0,22.0,25.0,43.0,38.0,42.0,45.0,43.0,46.0,48.0,45.0,57.0,50.0,47.0,41.0,33.0,34.0,25.0,18.0,15.0,13.0,15.0,15.0,16.0,17.0,14.0,10.0,11.0,11.0,13.0,7.0,0.0,
일요일,6,2640,안암,하선,3.0,12.0,9.0,5.0,5.0,6.0,7.0,10.0,14.0,20.0,18.0,16.0,18.0,17.0,22.0,22.0,24.0,29.0,31.0,30.0,31.0,28.0,32.0,24.0,24.0,20.0,22.0,26.0,26.0,32.0,35.0,34.0,25.0,25.0,30.0,28.0,23.0,0.0,
일요일,6,2641,고려대,상선,7.0,12.0,12.0,10.0,10.0,13.0,17.0,21.0,24.0,41.0,36.0,39.0,42.0,40.0,41.0,43.0,41.0,51.0,45.0,41.0,36.0,28.0,30.0,20.0,15.0,13.0,11.0,13.0,13.0,14.0,13.0,12.0,8.0,9.0,8.0,9.0,5.0,2.0,
일요일,6,2641,고려대,하선,3.0,11.0,9.0,4.0,4.0,5.0,7.0,10.0,14.0,19.0,18.0,15.0,17.0,15.0,20.0,21.0,23.0,26.0,28.0,28.0,29.0,26.0,30.0,22.0,21.0,19.0,19.0,24.0,25.0,29.0,31.0,30.0,23.0,22.0,26.0,24.0,20.0,0.0,
일요일,6,2642,월곡,상선,6.0,11.0,11.0,10.0,10.0,12.0,16.0,20.0,23.0,39.0,33.0,35.0,39.0,36.0,39.0,40.0,37.0,46.0,39.0,37.0,32.0,26.0,25.0,17.0,13.0,12.0,10.0,11.0,11.0,12.0,13.0,12.0,8.0,8.0,8.0,8.0,4.0,2.0,
일요일,6,2642,월곡,하선,3.0,11.0,7.0,4.0,5.0,6.0,7.0,10.0,14.0,20.0,18.0,15.0,16.0,15.0,18.0,20.0,22.0,24.0,26.0,26.0,26.0,23.0,26.0,19.0,19.0,17.0,17.0,20.0,22.0,25.0,26.0,26.0,20.0,18.0,22.0,20.0,16.0,0.0,
일요일,6,2643,상월곡,상선,5.0,9.0,10.0,10.0,9.0,11.0,14.0,18.0,21.0,35.0,29.0,32.0,35.0,32.0,33.0,37.0,33.0,41.0,36.0,33.0,29.0,24.0,24.0,16.0,12.0,11.0,9.0,12.0,11.0,12.0,12.0,10.0,8.0,7.0,8.0,8.0,5.0,2.0,
일요일,6,2643,상월곡,하선,3.0,11.0,7.0,4.0,4.0,5.0,7.0,10.0,15.0,20.0,18.0,15.0,16.0,15.0,18.0,20.0,21.0,23.0,24.0,26.0,26.0,22.0,25.0,19.0,17.0,16.0,16.0,19.0,20.0,21.0,24.0,23.0,18.0,16.0,20.0,18.0,15.0,0.0,
일요일,6,2644,돌곶이,상선,6.0,9.0,10.0,9.0,8.0,10.0,14.0,16.0,20.0,33.0,27.0,30.0,32.0,28.0,30.0,33.0,32.0,40.0,35.0,32.0,27.0,23.0,23.0,15.0,12.0,11.0,9.0,11.0,11.0,12.0,13.0,10.0,8.0,8.0,8.0,8.0,4.0,,
일요일,6,2644,돌곶이,하선,4.0,9.0,7.0,4.0,4.0,5.0,6.0,9.0,11.0,14.0,15.0,14.0,16.0,14.0,17.0,20.0,21.0,24.0,26.0,26.0,24.0,21.0,23.0,17.0,15.0,14.0,14.0,17.0,18.0,19.0,22.0,21.0,16.0,14.0,17.0,16.0,12.0,0.0,
일요일,6,2645,석계,상선,5.0,8.0,10.0,8.0,8.0,9.0,12.0,14.0,20.0,32.0,26.0,28.0,30.0,25.0,28.0,28.0,27.0,31.0,26.0,26.0,22.0,21.0,20.0,15.0,12.0,9.0,9.0,11.0,11.0,11.0,13.0,9.0,8.0,8.0,8.0,8.0,4.0,,
일요일,6,2645,석계,하선,5.0,9.0,9.0,4.0,4.0,5.0,8.0,10.0,12.0,14.0,15.0,15.0,18.0,15.0,18.0,21.0,23.0,24.0,27.0,25.0,26.0,22.0,24.0,18.0,15.0,14.0,14.0,17.0,18.0,19.0,23.0,19.0,15.0,14.0,16.0,16.0,13.0,10.0,
일요일,6,2646,태릉입구,상선,4.0,8.0,9.0,8.0,8.0,8.0,12.0,13.0,19.0,29.0,25.0,28.0,30.0,25.0,28.0,30.0,28.0,33.0,26.0,28.0,23.0,21.0,22.0,15.0,12.0,10.0,10.0,12.0,12.0,12.0,14.0,12.0,8.0,9.0,9.0,8.0,4.0,,
일요일,6,2646,태릉입구,하선,3.0,5.0,4.0,2.0,2.0,3.0,4.0,4.0,7.0,6.0,8.0,8.0,8.0,7.0,9.0,11.0,12.0,13.0,14.0,12.0,14.0,12.0,14.0,10.0,8.0,8.0,8.0,10.0,11.0,11.0,13.0,12.0,8.0,9.0,9.0,8.0,7.0,5.0,
일요일,6,2647,화랑대,상선,3.0,4.0,5.0,6.0,5.0,5.0,8.0,9.0,12.0,19.0,15.0,18.0,17.0,16.0,17.0,17.0,15.0,19.0,15.0,16.0,13.0,11.0,11.0,9.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,3.0,3.0,2.0,3.0,1.0,,
일요일,6,2647,화랑대,하선,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,6.0,6.0,9.0,8.0,8.0,9.0,8.0,8.0,6.0,4.0,5.0,4.0,6.0,6.0,6.0,8.0,6.0,5.0,5.0,4.0,4.0,3.0,2.0,
일요일,6,2648,봉화산,상선,2.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,7.0,13.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,10.0,9.0,9.0,8.0,7.0,7.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,,
일요일,6,2648,봉화산,하선,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,
일요일,6,2649,신내,상선,0.0,1.0,2.0,4.0,3.0,2.0,6.0,7.0,7.0,13.0,10.0,9.0,14.0,10.0,11.0,12.0,10.0,9.0,9.0,11.0,8.0,10.0,9.0,6.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,,
일요일,6,2649,신내,하선,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,6.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,
일요일,6,9006,응암S,하선,3.0,7.0,7.0,4.0,5.0,7.0,10.0,13.0,18.0,24.0,20.0,21.0,21.0,18.0,24.0,23.0,24.0,26.0,26.0,24.0,27.0,21.0,23.0,17.0,15.0,12.0,13.0,15.0,16.0,18.0,19.0,16.0,16.0,15.0,13.0,13.0,9.0,0.0,
일요일,7,2711,장암,상선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
일요일,7,2711,장암,하선,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
일요일,7,2712,도봉산,상선,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
일요일,7,2712,도봉산,하선,5.0,5.0,5.0,4.0,4.0,5.0,7.0,7.0,11.0,14.0,12.0,11.0,14.0,11.0,15.0,12.0,15.0,16.0,18.0,18.0,17.0,13.0,15.0,9.0,8.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,3.0,3.0,2.0,3.0,4.0,0.0,
일요일,7,2713,수락산,상선,4.0,5.0,5.0,3.0,3.0,3.0,6.0,7.0,11.0,15.0,12.0,12.0,13.0,9.0,11.0,10.0,12.0,13.0,12.0,12.0,13.0,10.0,11.0,8.0,7.0,7.0,7.0,8.0,9.0,10.0,12.0,12.0,8.0,8.0,8.0,7.0,5.0,8.0,
일요일,7,2713,수락산,하선,8.0,8.0,6.0,5.0,5.0,7.0,10.0,10.0,16.0,18.0,17.0,18.0,17.0,17.0,18.0,17.0,19.0,24.0,24.0,24.0,22.0,18.0,20.0,13.0,10.0,8.0,9.0,9.0,9.0,10.0,8.0,7.0,4.0,4.0,3.0,4.0,5.0,0.0,
일요일,7,2714,마들,상선,5.0,7.0,6.0,4.0,4.0,5.0,7.0,10.0,17.0,22.0,17.0,15.0,17.0,13.0,15.0,14.0,14.0,17.0,16.0,14.0,15.0,13.0,15.0,11.0,10.0,10.0,9.0,12.0,12.0,14.0,17.0,15.0,11.0,12.0,11.0,9.0,8.0,12.0,
일요일,7,2714,마들,하선,10.0,12.0,9.0,7.0,8.0,9.0,12.0,14.0,18.0,24.0,20.0,24.0,22.0,22.0,24.0,23.0,23.0,29.0,27.0,26.0,24.0,22.0,23.0,15.0,12.0,10.0,9.0,10.0,10.0,10.0,9.0,7.0,5.0,4.0,4.0,4.0,5.0,0.0,
일요일,7,2715,노원,상선,5.0,8.0,7.0,5.0,5.0,5.0,8.0,11.0,18.0,22.0,18.0,18.0,17.0,14.0,16.0,16.0,18.0,19.0,20.0,20.0,21.0,17.0,19.0,15.0,13.0,12.0,12.0,15.0,15.0,18.0,22.0,21.0,13.0,14.0,13.0,13.0,11.0,15.0,
일요일,7,2715,노원,하선,12.0,17.0,11.0,9.0,10.0,11.0,14.0,18.0,21.0,28.0,26.0,29.0,29.0,26.0,28.0,30.0,29.0,36.0,34.0,36.0,31.0,28.0,28.0,20.0,16.0,14.0,13.0,16.0,14.0,18.0,18.0,14.0,8.0,10.0,8.0,11.0,11.0,0.0,
일요일,7,2716,중계,상선,7.0,12.0,11.0,7.0,6.0,7.0,10.0,15.0,23.0,27.0,22.0,22.0,23.0,20.0,24.0,23.0,27.0,29.0,28.0,28.0,28.0,24.0,27.0,21.0,18.0,16.0,17.0,20.0,20.0,22.0,26.0,26.0,18.0,17.0,17.0,16.0,15.0,20.0,
일요일,7,2716,중계,하선,15.0,19.0,12.0,10.0,11.0,13.0,17.0,21.0,25.0,34.0,30.0,31.0,32.0,28.0,34.0,35.0,35.0,40.0,38.0,38.0,33.0,29.0,32.0,22.0,18.0,15.0,14.0,16.0,15.0,18.0,18.0,15.0,8.0,10.0,9.0,12.0,11.0,0.0,
일요일,7,2717,하계,상선,7.0,13.0,11.0,7.0,7.0,8.0,12.0,15.0,23.0,27.0,24.0,25.0,27.0,20.0,26.0,25.0,28.0,30.0,31.0,32.0,31.0,28.0,31.0,23.0,21.0,18.0,20.0,23.0,23.0,26.0,29.0,29.0,21.0,20.0,20.0,20.0,17.0,25.0,
일요일,7,2717,하계,하선,19.0,20.0,15.0,11.0,12.0,15.0,18.0,24.0,28.0,38.0,35.0,36.0,38.0,33.0,38.0,40.0,38.0,46.0,42.0,42.0,37.0,33.0,35.0,24.0,19.0,16.0,15.0,17.0,16.0,19.0,21.0,16.0,9.0,11.0,9.0,12.0,11.0,0.0,
일요일,7,2718,공릉,상선,7.0,15.0,11.0,8.0,8.0,9.0,12.0,16.0,23.0,28.0,25.0,26.0,29.0,23.0,26.0,27.0,29.0,34.0,32.0,34.0,33.0,30.0,35.0,25.0,24.0,20.0,23.0,25.0,25.0,30.0,36.0,33.0,25.0,25.0,24.0,24.0,20.0,,
일요일,7,2718,공릉,하선,21.0,23.0,15.0,12.0,12.0,15.0,19.0,25.0,31.0,44.0,36.0,40.0,42.0,35.0,41.0,42.0,42.0,47.0,46.0,43.0,40.0,34.0,36.0,26.0,21.0,16.0,16.0,19.0,17.0,19.0,22.0,16.0,10.0,12.0,9.0,12.0,9.0,0.0,
일요일,7,2719,태릉입구,상선,7.0,15.0,13.0,8.0,8.0,9.0,12.0,16.0,23.0,28.0,26.0,28.0,30.0,24.0,27.0,27.0,32.0,34.0,35.0,34.0,38.0,33.0,38.0,27.0,25.0,22.0,25.0,28.0,27.0,34.0,40.0,35.0,27.0,27.0,27.0,26.0,24.0,0.0,
일요일,7,2719,태릉입구,하선,15.0,23.0,16.0,12.0,12.0,15.0,19.0,25.0,30.0,44.0,36.0,40.0,40.0,35.0,41.0,41.0,41.0,47.0,46.0,43.0,41.0,34.0,35.0,25.0,21.0,16.0,16.0,19.0,17.0,19.0,22.0,16.0,11.0,12.0,9.0,12.0,11.0,0.0,
일요일,7,2720,먹골,상선,13.0,15.0,13.0,9.0,8.0,9.0,12.0,16.0,23.0,28.0,25.0,26.0,27.0,23.0,27.0,27.0,29.0,33.0,34.0,32.0,37.0,32.0,38.0,27.0,25.0,22.0,25.0,28.0,30.0,36.0,41.0,36.0,28.0,28.0,28.0,28.0,25.0,15.0,
일요일,7,2720,먹골,하선,16.0,24.0,17.0,13.0,14.0,17.0,20.0,27.0,32.0,47.0,38.0,42.0,43.0,38.0,44.0,43.0,42.0,49.0,46.0,45.0,41.0,34.0,36.0,26.0,21.0,16.0,16.0,19.0,18.0,19.0,22.0,17.0,10.0,12.0,9.0,12.0,9.0,0.0,
일요일,7,2721,중화,상선,9.0,17.0,13.0,9.0,8.0,9.0,12.0,16.0,22.0,28.0,25.0,25.0,27.0,23.0,28.0,27.0,31.0,34.0,35.0,33.0,40.0,33.0,40.0,29.0,26.0,23.0,28.0,30.0,32.0,39.0,44.0,40.0,30.0,30.0,30.0,29.0,27.0,20.0,
일요일,7,2721,중화,하선,19.0,25.0,18.0,13.0,14.0,17.0,21.0,30.0,34.0,49.0,39.0,45.0,45.0,40.0,46.0,46.0,44.0,51.0,46.0,47.0,44.0,35.0,38.0,26.0,21.0,17.0,16.0,19.0,18.0,20.0,22.0,17.0,10.0,12.0,9.0,12.0,9.0,0.0,
일요일,7,2722,상봉,상선,9.0,17.0,13.0,9.0,8.0,9.0,12.0,16.0,21.0,28.0,22.0,25.0,27.0,23.0,27.0,28.0,32.0,34.0,36.0,37.0,40.0,36.0,42.0,32.0,29.0,24.0,28.0,33.0,34.0,41.0,47.0,42.0,33.0,32.0,31.0,33.0,29.0,22.0,
일요일,7,2722,상봉,하선,23.0,28.0,23.0,16.0,16.0,19.0,24.0,31.0,39.0,59.0,45.0,51.0,52.0,47.0,56.0,54.0,50.0,59.0,53.0,50.0,51.0,40.0,43.0,29.0,24.0,20.0,19.0,20.0,21.0,22.0,24.0,20.0,13.0,13.0,9.0,14.0,11.0,8.0,
일요일,7,2723,면목,상선,9.0,20.0,15.0,11.0,9.0,11.0,14.0,18.0,22.0,29.0,25.0,26.0,29.0,24.0,29.0,31.0,36.0,39.0,41.0,42.0,45.0,40.0,44.0,36.0,32.0,27.0,30.0,37.0,38.0,46.0,55.0,47.0,37.0,35.0,36.0,37.0,33.0,30.0,
일요일,7,2723,면목,하선,27.0,32.0,26.0,18.0,18.0,21.0,26.0,34.0,41.0,66.0,48.0,55.0,56.0,51.0,57.0,58.0,51.0,61.0,54.0,51.0,53.0,41.0,44.0,30.0,25.0,20.0,20.0,22.0,21.0,22.0,24.0,20.0,13.0,13.0,10.0,14.0,11.0,8.0,
일요일,7,2724,사가정,상선,9.0,19.0,16.0,11.0,8.0,11.0,13.0,17.0,21.0,29.0,25.0,25.0,29.0,24.0,29.0,32.0,36.0,40.0,42.0,43.0,47.0,42.0,48.0,38.0,34.0,29.0,34.0,41.0,41.0,50.0,60.0,51.0,41.0,38.0,39.0,39.0,31.0,,
일요일,7,2724,사가정,하선,30.0,35.0,27.0,20.0,20.0,22.0,28.0,37.0,43.0,68.0,52.0,58.0,58.0,55.0,60.0,60.0,56.0,66.0,57.0,54.0,56.0,41.0,45.0,30.0,26.0,22.0,20.0,22.0,21.0,24.0,24.0,20.0,14.0,12.0,11.0,13.0,9.0,5.0,
